Date;LINE;SEX;PropTime
5-jul;A42;Female;0.289416667
5-jul;A42;Female;0.134416667
6-jul;A42;Male;0.356416667
6-jul;A42;Female;0.54975
6-jul;A42;Male;0.04225
6-jul;A42;Male;0.104416667
6-jul;A42;Female;0.29875
4-jul;A42;Female;0.078916667
4-jul;A42;Female;0.30275
5-jul;A42;Male;0.143583333
5-jul;A42;Male;0.16475
6-jul;A42;Male;0.226916667
6-jul;A42;Male;0.292666667
6-jul;A42;Male;0.244833333
6-jul;A42;Female;0.091083333
6-jul;A42;Female;0.20975
23-feb;A43;Female;0.269416667
23-feb;A43;Male;0.25025
23-feb;A43;Female;0.50025
25-feb;A43;Male;0.191666667
25-feb;A43;Female;0.221666667
23-feb;A43;Male;0.385583333
23-feb;A43;Male;0.261416667
23-feb;A43;Male;0.458333333
24-feb;A43;Male;0.13975
24-feb;A43;Female;0.35975
24-feb;A43;Female;0.33275
24-feb;A43;Male;0.263583333
24-feb;A43;Male;0.37225
24-feb;A43;Female;0.2375
24-feb;A43;Male;0.331083333
24-feb;A43;Female;0.296666667
24-feb;A43;Male;0.190583333
25-feb;A43;Female;0.27225
25-feb;A43;Female;0.325833333
24-feb;A43;Male;0.29775
24-feb;A43;Female;0.230166667
23-feb;A43;Male;0.273916667
23-feb;A43;Male;0.241666667
24-feb;A43;Female;0.123583333
24-feb;A43;Male;0.3725
24-feb;A43;Female;0.401416667
25-feb;A43;Male;0.1925
23-feb;A43;Female;0.37725
23-feb;A43;Male;0.1975
24-feb;A43;Male;0.138583333
24-feb;A43;Male;0.20475
24-feb;A43;Female;0.321083333
24-feb;A43;Male;0.236666667
24-feb;A43;Female;0.265583333
25-feb;A43;Female;0.233333333
25-feb;A43;Male;0.164416667
25-feb;A43;Female;0.2325
25-feb;A43;Male;0.293083333
25-feb;A43;Female;0.325
25-feb;A43;Female;0.28525
21-sep;A43;Female;0.25525
21-sep;A43;Female;0.534166667
22-sep;A43;Female;0.280583333
22-sep;A43;Male;0.3625
23-sep;A43;Male;0.330583333
24-sep;A43;Male;0.123583333
22-sep;A43;Female;0.30725
22-sep;A43;Male;0.34525
22-sep;A43;Female;0.446083333
22-sep;A43;Female;0.29525
22-sep;A43;Male;0.37725
22-sep;A43;Female;0.203916667
23-sep;A43;Female;0.176083333
23-sep;A43;Female;0.083083333
23-sep;A43;Female;0.221916667
23-sep;A43;Male;0.175
24-sep;A43;Male;0.259166667
21-sep;A43;Female;0.241083333
22-sep;A43;Male;0.345
22-sep;A43;Male;0.233333333
22-sep;A43;Female;0.42975
23-sep;A43;Male;0.206916667
23-sep;A43;Male;0.188916667
24-sep;A43;Male;0.226083333
21-sep;A43;Female;0.302166667
21-sep;A43;Female;0.225583333
21-sep;A43;Female;0.291666667
22-sep;A43;Female;0.24475
23-sep;A43;Male;0.229416667
23-sep;A43;Female;0.273333333
23-sep;A43;Male;0.13775
23-sep;A43;Male;0.0875
24-sep;A43;Male;0.301916667
24-sep;A43;Male;0.335
4-jul;A44;Female;0.480833333
4-jul;A44;Female;0.434416667
5-jul;A44;Male;0.430583333
5-jul;A44;Male;0.35025
5-jul;A44;Male;0.085583333
5-jul;A44;Female;0.344416667
5-jul;A44;Male;0.37975
5-jul;A44;Female;0.191916667
6-jul;A44;Male;0.68775
6-jul;A44;Male;0.646416667
6-jul;A44;Male;0.22775
6-jul;A44;Female;0.19725
5-jul;A44;Female;0.47525
5-jul;A44;Male;0.389166667
5-jul;A44;Male;0.36525
5-jul;A44;Female;0.284666667
6-jul;A44;Female;0.270833333
6-jul;A44;Male;0.31225
6-jul;A44;Female;0.534666667
6-jul;A44;Male;0.27725
5-jul;A44;Male;0.496916667
5-jul;A44;Female;0.46775
5-jul;A44;Male;0.29725
4-jul;A44;Female;0.28725
4-jul;A44;Female;0.455583333
4-jul;A44;Female;0.42225
5-jul;A44;Female;0.419166667
5-jul;A44;Male;0.190833333
5-jul;A44;Male;0.369166667
6-jul;A44;Male;0.466666667
6-jul;A44;Female;0.4035
6-jul;A44;Male;0.589833333
